,sentence,label,NN,JJ,PRP
77,"['neither', 'did', 'he', 'care', 'that', 'Aunt', 'Rose', 'provided', 'for', 'him', '.']",romance,2,0,0
78,"['He', 'was', 'named', 'Pompeii', 'as', 'a', 'tribute', 'to', 'his', 'heritage', ',', 'and', 'he', ""couldn't"", 'have', 'cared', 'less', 'about', 'that', 'either', '.']",romance,3,1,0
79,"['To', 'him', 'life', 'was', 'a', 'restless', 'boredom', 'that', 'began', 'with', 'the', 'rising', 'sun', 'and', 'ended', 'only', 'with', 'sleep', '.']",romance,4,1,0
80,"['When', 'he', 'would', 'be', 'a', 'man', ',', 'he', 'would', 'be', 'a', 'rich', 'man', '.']",romance,2,1,0
81,"['He', 'would', 'not', 'be', 'like', 'the', '``', 'rich', 'Americans', ""''"", 'who', 'lived', 'in', 'white-columned', 'houses', 'on', 'the', 'other', 'side', 'of', 'the', 'park', '.']",romance,4,3,0
82,"['He', 'would', 'not', 'ride', 'the', 'eight-thirty', 'local', 'to', 'the', 'city', 'each', 'morning', '.']",romance,2,2,0
83,"['He', 'would', 'not', 'carry', 'a', 'brief', 'case', '.']",romance,1,1,0
84,"['Nor', 'would', 'he', 'work', 'at', 'all', '.']",romance,0,0,0
85,"['He', 'would', 'square', 'his', 'shoulders', 'and', 'carry', 'a', 'cane', 'before', 'each', 'step', '.']",romance,3,0,0
86,"['He', 'would', 'sit', 'inside', 'the', 'coffee', 'shop', 'and', 'pound', 'a', 'gloved', 'fist', 'upon', 'the', 'table', 'and', 'a', 'girl', 'would', 'hear', 'him', 'and', 'come', 'running', ',', 'bowing', 'with', 'her', 'running', ',', 'calling', 'out', 'in', 'her', 'bowing', ',', '``', 'At', 'your', 'service', ""''"", '.']",romance,9,1,0
87,"['He', 'would', 'order', 'her', 'to', 'bring', 'coffee', ',', 'and', 'would', 'take', 'from', 'his', 'vest', 'pocket', 'a', 'thin', 'black', 'pipe', 'which', 'he', 'would', 'stuff', '--', 'he', 'would', 'not', 'remove', 'his', 'gloves', '--', 'and', 'light', 'and', 'smoke', '.']",romance,7,3,0
88,"['He', 'could', 'do', 'that', 'when', 'he', 'would', 'be', 'a', 'man', '.']",romance,1,0,0
89,"['``', 'Hey', ',', 'Laura', ""''"", '!', '!']",romance,2,0,0
90,"['He', 'called', 'to', 'his', 'sister', 'on', 'the', 'porch', 'above', 'the', 'steps', '.']",romance,3,0,0
91,"['She', 'was', 'only', 'ten', 'months', 'older', 'than', 'he', '.']",romance,1,2,0
92,"['``', 'Laura', ',', 'what', 'would', 'you', 'say', 'if', 'I', 'smoked', 'a', 'pipe', ""''"", '?', '?']",romance,2,0,0
93,"['Laura', 'did', 'not', 'answer', 'him', '.']",romance,1,0,0
94,"['She', 'leaned', 'unconcerned', 'against', 'the', 'broken', 'porch', 'fence', ',', 'brushing', 'and', 'drying', 'her', 'wet', ',', 'gilded', 'hair', 'in', 'the', 'sun', '.']",romance,6,2,0
95,"['One', 'lithe', 'leg', 'straddled', 'the', 'railing', 'and', 'swung', 'loosely', 'before', 'the', 'creaking', ',', 'torn', 'pales', '.']",romance,6,1,0
96,"['Her', 'tanned', 'foot', ',', 'whose', 'arch', 'swept', 'high', 'and', 'white', ',', 'pointed', 'artfully', 'toward', 'tapering', 'toes', '--', 'toes', 'like', 'fingers', ',', 'whose', 'tips', 'glowed', 'white', '.']",romance,6,4,0
97,"['All', 'the', 'while', 'she', 'sat', 'there', ',', 'her', 'sinewy', 'arms', 'swirled', 'before', 'her', 'chest', '.']",romance,2,0,0
98,"['Her', 'face', 'showed', 'no', 'sign', 'of', 'having', 'heard', 'Pompeii', '.']",romance,3,0,0
99,"['It', 'was', 'a', 'face', 'that', 'had', 'lost', 'its', 'childlike', 'softness', 'and', 'was', 'beginning', 'to', 'fold', 'within', 'its', 'fragile', 'features', 'a', 'harshness', 'that', 'belied', 'the', 'lyric', 'lines', 'of', 'its', 'contours', '.']",romance,7,1,0
100,"['The', 'eyes', ',', 'blue', 'and', 'always', 'somewhat', 'downcast', ',', 'possessed', 'a', 'sullen', 'quality', '.']",romance,3,2,0
101,"['Even', 'though', 'the', 'boy', 'could', 'not', 'see', 'them', ',', 'he', 'knew', 'they', 'were', 'clouded', 'by', 'distance', '.']",romance,2,0,0
102,"['He', 'was', 'never', 'sure', 'they', 'fully', 'took', 'him', 'in', '.']",romance,0,1,0
103,"['Pompeii', 'called', 'again', ',', '``', 'Laura', ""''"", '!', '!']",romance,2,0,0
104,"['But', 'the', 'only', 'answer', 'that', 'reached', 'him', 'was', 'the', 'screeching', 'of', 'the', 'porch', 'rail', 'from', 'her', 'leg', 'moving', 'against', 'it', '.']",romance,5,1,0
105,"['``', ""She's"", 'in', 'a', 'mood', ""''"", ',', 'he', 'thought', '``', ""There's"", 'not', 'a', 'month', 'she', ""doesn't"", 'get', 'herself', 'in', 'a', 'mood', ""''"", '.']",romance,5,0,0
106,"['Well', ',', 'what', 'did', 'that', 'matter', 'when', 'the', 'sun', 'was', 'shining', 'and', 'there', 'were', 'dreams', 'to', 'dream', 'about', '?', '?']",romance,3,0,0
107,"['And', 'as', 'for', 'his', 'pipe', ',', 'if', 'he', 'wanted', 'to', 'smoke', 'one', ',', 'nobody', 'would', 'stop', 'him', '.']",romance,2,0,0
108,"['Not', 'even', 'Laura', '.']",romance,1,0,0
109,"['Suddenly', 'he', 'was', 'interrupted', 'in', 'his', 'daydreaming', 'by', 'a', 'warm', 'wetness', 'lapping', 'against', 'his', 'chin', ',', 'and', 'his', 'eyes', 'opened', 'wide', 'and', 'long', 'at', 'the', 'sight', 'of', 'a', ""goat's"", 'claret', 'tongue', ',', 'feasting', 'against', 'the', 'salt', 'taste', 'of', 'him', '.']",romance,9,4,0
110,"['Above', 'the', 'tongue', ',', 'an', 'aged', 'yellow', 'eye', ',', 'sallow', 'and', 'time-cast', ',', 'encrusted', 'within', 'a', 'sphere', 'of', 'marbleized', 'pink', 'skin', ',', 'stared', 'unfalteringly', 'at', 'him', '.']",romance,6,3,0
111,"['``', 'Christ', 'sake', ',', 'goat', ',', 'git', ""''"", '!', '!']",romance,3,1,0
112,"['But', 'the', 'goat', 'would', 'not', '.']",romance,1,0,0
113,"['``', ""You're"", 'boiling', 'milk', ',', ""ain't"", 'you', ""''"", '?', '?']",romance,2,0,0
114,"['Soothing', 'it', 'with', 'his', 'hand', ',', 'knowing', 'the', 'whiskered', 'jowls', 'and', 'the', 'swollen', 'smoothness', 'of', 'teats', 'that', 'wrinkled', 'expectantly', 'to', 'his', 'touch', '.']",romance,5,2,0
115,"['Pompeii', 'rolled', 'over', '.']",romance,1,0,0
116,"['His', 'head', 'undulated', 'gradually', ',', 'covering', 'space', ',', 'to', 'come', 'straining', 'beneath', 'the', 'taut', 'belly', 'within', 'the', 'warmth', 'of', 'those', 'teats', '.']",romance,5,0,0
117,"['With', 'his', 'mouth', 'opened', 'wide', ',', 'he', 'squirted', 'the', 'warm', 'white', 'milk', 'against', 'the', 'roof', 'of', 'his', 'mouth', 'and', 'his', 'tongue', 'savored', 'the', 'light', ',', 'earthy', 'taste', 'of', 'it', '.']",romance,7,4,0
118,"['The', ""boy's"", 'fingers', 'and', 'mouth', 'operated', 'with', 'the', 'skilled', 'unity', 'of', 'a', 'bagpipe', 'player', ',', 'pressing', 'and', 'pulling', ',', 'delighting', 'in', 'what', 'he', 'did', '.']",romance,6,1,0
119,"['Above', 'him', 'slid', 'the', 'evasive', 'shadow', 'of', 'a', 'storm', 'cloud', '.']",romance,3,1,0
120,"['Its', 'form', 'was', 'a', 'heavy', 'figure', 'in', 'a', 'fluttering', 'soutane', '.']",romance,3,2,0
121,"['But', 'the', 'boy', 'could', 'see', 'only', 'the', ""goat's"", 'belly', '.']",romance,2,0,0
122,"['The', 'Old', 'Man', 'near', 'the', 'corner', 'let', 'the', 'shadow', 'pass', 'over', 'him', ',', 'sensing', 'something', 'portentous', 'in', 'it', '.']",romance,5,2,0
123,"['He', 'knew', 'it', 'was', 'there', ',', 'knew', 'also', 'what', 'it', 'was', 'about', ',', 'but', 'he', ""wouldn't"", 'raise', 'a', 'finger', 'except', 'to', 'smooth', 'his', 'yellow', ""dog's"", 'back', '.']",romance,2,1,0
124,"['There', 'would', 'be', 'time', 'enough', ',', 'perhaps', 'the', 'Old', 'Man', 'reassured', 'himself', ',', 'to', 'pay', 'the', 'devil', 'his', 'due', '.']",romance,4,2,0
125,"['Time', 'enough', 'to', 'give', 'up', 'his', 'soul', '.']",romance,2,1,0
126,"['In', 'the', 'meantime', ',', 'six', 'sandals', ',', 'stained', 'an', 'ocher', ',', 'the', 'same', 'color', 'as', ""Pompeii's"", 'shaved', 'hair', ',', 'edged', 'up', 'close', 'to', 'him', '.']",romance,6,1,0
127,"['The', 'clapping', 'they', 'made', 'on', 'the', 'concrete', 'interrupted', 'him', 'in', 'the', 'ecstatic', 'pleasure', 'he', 'knew', ',', 'so', 'that', 'he', 'quickly', 'released', 'his', 'hold', 'on', 'the', 'goat', 'and', 'pretended', 'to', 'be', 'examining', 'its', 'haunches', 'for', 'ticks', '.']",romance,7,1,0
128,"['He', 'knew', 'at', 'a', 'glance', 'that', 'the', 'biggest', 'sandals', 'belonged', 'to', 'Niobe', ',', 'the', 'neatest', 'ones', 'to', 'Concetta', ',', 'and', 'the', 'laced', 'ones', 'to', 'Romeo', ',', ""Concetta's"", 'idiot', 'brother', '.']",romance,9,3,0
129,"['Pompeii', 'expected', ""Romeo's"", 'small', 'body', 'to', 'sink', 'closer', 'and', 'closer', 'to', 'the', 'ground', '.']",romance,4,2,0
130,"['He', 'expected', ""Concetta's"", 'thin', 'hand', 'to', 'reach', 'down', 'to', 'grasp', 'the', 'boy', ',', 'and', 'her', 'shrill', ',', 'impetuous', 'voice', 'to', 'sound', 'against', 'the', 'rotundity', 'of', 'his', 'disfigured', 'flesh', 'that', 'was', 'never', 'sure', 'of', 'hearing', 'anything', '.']",romance,8,4,0
131,"['People', 'came', 'in', 'and', 'out', 'all', 'evening', 'to', 'see', 'the', 'baby', 'and', 'hold', 'it', '.']",romance,2,0,0
132,"['The', 'room', 'filled', 'with', 'smoke', ',', 'and', ""Maggie's"", 'head', 'throbbed', 'with', 'excitement', 'and', 'fatigue', ',', 'but', 'Stuart', 'had', 'such', 'a', 'happy', ',', 'earnest', 'look', 'of', 'proud', 'possession', 'on', 'his', 'face', 'that', 'Maggie', ""couldn't"", 'bear', 'to', 'do', 'anything', 'to', 'quench', 'it', '.']",romance,12,3,0
133,"['Little', 'Anne', 'rapidly', 'outdistanced', 'her', 'mother', 'in', 'recovery', '.']",romance,3,1,0
134,"['In', 'two', 'months', 'she', 'became', 'a', 'fat', 'highly', 'social', 'baby', ',', 'with', 'a', 'fuzz', 'of', 'flaxen', 'hair', 'all', 'over', 'her', 'head', '.']",romance,5,3,0
135,"['She', 'stopped', 'flying', 'into', 'rages', 'and', 'started', 'digesting', 'her', 'food', ';', ';']",romance,2,0,0
136,"['she', 'developed', 'a', 'peaches', 'and', 'cream', 'complexion', 'and', 'a', 'sunny', 'disposition', ',', 'and', 'she', 'asked', 'for', 'nothing', 'more', 'of', 'life', 'than', 'that', 'she', 'be', 'kept', 'dry', 'and', 'comfortable', 'and', 'fed', 'huge', 'amounts', 'of', 'food', 'at', 'stated', 'intervals', 'and', 'be', 'carried', 'to', 'where', 'she', 'could', 'watch', 'activity', 'going', 'on', 'around', 'her', '.']",romance,10,6,0
137,"['She', 'was', 'so', 'heavy', 'that', ""Maggie's"", 'arms', 'shook', 'from', 'lifting', 'her', 'and', 'taking', 'care', 'of', 'her', '.']",romance,4,1,0
138,"['Maggie', ""couldn't"", 'seem', 'to', 'get', 'her', 'strength', 'back', 'or', 'catch', 'up', 'with', 'herself', 'with', 'all', 'she', 'had', 'to', 'do', ':', 'there', 'was', 'the', 'big', 'basket', 'of', 'clothes', 'to', 'be', 'coaxed', 'through', 'the', 'rackety', 'old', 'washer', 'and', 'lugged', 'out', 'and', 'lugged', 'back', ';', ';']",romance,7,2,0
139,"['there', 'was', 'the', 'daily', 'round', 'of', 'household', 'chores', 'in', 'which', 'Maggie', 'insisted', 'on', 'participating', '.']",romance,4,1,0
140,"['Worry', 'had', 'a', 'great', 'deal', 'to', 'do', 'with', 'it', ';', ';']",romance,2,1,0
141,"['Stuart', 'had', 'been', 'laid', 'off', 'at', 'the', 'produce', 'company', 'and', 'had', 'to', 'go', 'back', 'to', 'sitting', 'in', 'his', ""father's"", 'office', ',', 'taking', 'what', 'salary', 'his', 'father', 'could', 'hand', 'out', 'to', 'him', '.']",romance,7,0,0
142,"['Mr.', 'Clifton', 'would', 'have', 'preferred', 'death', 'and', 'bankruptcy', 'to', 'having', 'his', 'son', 'stay', 'with', 'his', ""wife's"", 'people', 'without', 'contributing', 'to', 'his', 'and', 'his', ""family's"", 'upkeep', ',', 'and', 'besides', 'that', 'there', 'were', 'the', 'things', 'that', 'had', 'to', 'be', 'bought', 'for', 'the', 'baby', ',', 'milk', 'and', 'orange', 'juice', 'and', 'vitamins', 'and', 'soap', ',', 'just', 'plain', 'soap', '.']",romance,19,0,0
143,"['Maggie', 'and', 'Stuart', 'pored', 'over', 'figures', 'every', 'night', ',', 'trying', 'to', 'find', 'how', 'they', 'could', 'squeeze', 'out', 'a', 'few', 'pennies', 'more', '.']",romance,5,1,0
144,"['In', 'desperation', 'Maggie', 'consulted', 'Eugenia', 'one', 'afternoon', ':', '``', 'Do', 'you', 'think', 'you', 'could', 'find', 'me', 'something', 'I', 'could', 'do', 'here', 'at', 'home', 'to', 'make', 'some', 'money', ',', 'so', 'I', 'could', 'still', 'watch', 'the', 'baby', 'and', 'do', 'the', 'rest', 'of', 'the', 'things', ""''"", '?', '?']",romance,10,0,0
145,"['``', 'It', 'seems', 'to', 'me', 'you', 'have', 'enough', 'to', 'do', 'as', 'it', 'is', ""''"", ',', 'Eugenia', 'said', '.']",romance,1,0,0
146,"['She', 'had', 'been', 'watching', 'Maggie', 'go', 'from', 'the', 'washing', 'machine', 'to', 'the', 'baby', 'to', 'the', 'stove', 'and', 'back', 'again', '.']",romance,4,0,0
147,"['``', 'I', 'have', 'plenty', 'of', 'odd', 'moments', 'when', 'I', 'could', 'be', 'doing', 'something', ""''"", ',', 'Maggie', 'said', '.']",romance,4,1,0
148,"['``', 'It', 'would', 'make', 'me', 'feel', 'a', 'lot', 'better', ',', 'but', 'the', ""Woman's"", 'Exchange', ""isn't"", 'taking', 'baked', 'goods', 'any', 'more', 'and', 'I', ""can't"", 'leave', 'the', 'baby', 'with', 'Grandma', 'because', 'she', ""isn't"", 'strong', 'enough', 'and', 'the', ""baby's"", 'too', 'young', 'to', 'be', 'put', 'in', 'a', 'nursery', ""''"", '.']",romance,9,4,0
149,"['``', 'I', 'should', 'think', 'so', ""''"", ',', 'Eugenia', 'said', '.']",romance,1,0,0
150,"['``', 'For', 'one', 'thing', 'you', 'can', 'stop', 'keeping', 'that', 'child', 'in', 'starched', 'dresses', 'and', 'changed', 'from', 'the', 'skin', 'out', 'nineteen', 'times', 'a', 'day', ""''"", '.']",romance,6,2,0
151,"['``', ""She's"", 'so', 'beautiful', ',', 'and', 'I', 'do', 'like', 'to', 'keep', 'her', 'looking', 'nice', ""''"", '.']",romance,1,2,0
152,"['Maggie', 'said', '.']",romance,1,0,0
153,"['She', 'picked', 'up', 'the', 'baby', 'and', 'nuzzled', 'her', 'fat', 'warm', 'little', 'neck', '.']",romance,2,3,0
154,"['``', ""She'll"", 'be', 'just', 'as', 'beautiful', 'in', 'something', 'that', ""doesn't"", 'have', 'to', 'be', 'ironed', ""''"", ',', 'Eugenia', 'said', '.']",romance,4,1,0
155,"['``', 'Evadna', 'Mae', 'Evans', 'said', 'she', ""didn't"", 'put', 'a', 'thing', 'on', 'her', 'child', 'but', 'a', 'flannel', 'wrapper', 'until', 'it', 'was', 'nine', 'months', 'old', ""''"", '.']",romance,7,2,0
156,"['``', 'Evadna', 'Mae', 'Evans', 'got', 'all', 'her', 'baby', 'clothes', 'from', ""Best's"", 'Liliputian', 'Bazaar', 'in', 'New', 'York', ',', 'and', ""I'm"", 'sick', 'and', 'tired', 'of', 'hearing', 'about', 'Evadna', 'Mae', 'Evans', ""''"", '.']",romance,15,0,0
157,"['``', 'Well', 'now', ',', 'Maggie', ',', 'you', ""don't"", 'have', 'to', 'snap', 'at', 'me', ""''"", ',', 'Eugenia', 'said', '.']",romance,2,0,0
158,"['``', ""I'm"", 'just', 'thinking', 'of', 'a', 'way', 'for', 'you', 'to', 'be', 'sensible', ""''"", '.']",romance,3,1,0
159,"['``', ""I'm"", 'sorry', '.']",romance,2,0,0
160,"['I', 'do', 'seem', 'to', 'snap', 'at', 'everybody', 'these', 'days', ',', 'but', 'I', 'would', 'like', 'to', 'think', 'of', 'a', 'way', 'to', 'make', 'a', 'little', 'extra', 'money', ""''"", '.']",romance,4,2,0
161,"['``', 'Well', ',', ""let's"", 'see', '.']",romance,1,1,0
162,"[""Let's"", 'make', 'a', 'list', 'of', 'your', 'assets', ""''"", '.']",romance,3,0,0
163,"['Maggie', 'started', 'laughing', ',', 'and', 'she', 'laughed', 'so', 'hard', 'she', ""couldn't"", 'stop', ',', 'and', 'she', 'kept', 'on', 'laughing', 'while', 'she', 'lugged', 'the', 'clothes', 'out', 'to', 'the', 'yard', 'to', 'hang', 'them', 'up', 'while', 'the', 'sun', 'was', 'still', 'shining', '.']",romance,4,1,0
164,"['When', 'she', 'came', 'back', 'Eugenia', 'was', 'sitting', 'at', 'the', 'kitchen', 'table', 'with', 'a', 'pencil', 'and', 'envelope', 'jotting', 'down', 'words', 'and', 'figures', '.']",romance,7,0,0
165,"['``', 'I', 'have', 'here', 'that', 'you', 'could', 'run', 'a', 'nursery', 'of', 'your', 'own', 'for', 'working', 'mothers', ""''"", ',', 'Eugenia', 'said', '.']",romance,3,1,0
166,"['``', 'We', 'could', 'put', 'up', 'cribs', 'on', 'the', 'second', 'floor', 'sleeping', 'porch', 'and', 'turn', 'the', 'front', 'bedroom', 'into', 'a', 'playroom', 'where', ""it's"", 'nice', 'and', 'sunny', ',', 'but', 'of', 'course', 'it', 'would', 'entail', 'quite', 'a', 'bit', 'of', 'running', 'up', 'and', 'down', 'stairs', 'and', 'Chris', 'said', 'you', 'were', 'to', 'be', 'careful', 'about', 'that', ""''"", '.']",romance,13,2,0
167,"['``', 'What', 'else', ""''"", '?', '?']",romance,0,0,0
168,"['``', 'You', 'might', 'set', 'up', 'a', 'dress', 'shop', 'in', 'the', 'living', 'room', ""''"", '.']",romance,4,0,0
169,"['``', 'Every', 'woman', 'in', 'the', 'block', 'has', 'tried', 'that', ""''"", '.']",romance,2,0,0
170,"['``', 'What', 'about', 'a', 'tea', 'room', ',', 'then', '?', '?']",romance,2,0,0
171,"['You', 'could', 'set', 'up', 'tables', 'in', 'the', 'front', 'room', 'and', 'serve', 'salads', 'and', 'your', 'baked', 'beans', 'and', 'brown', 'bread', 'and', 'Grandma', 'could', 'dress', 'like', 'a', 'gypsy', 'and', 'tell', 'fortunes', ""''"", '.']",romance,9,2,0
172,"['``', ""It's"", 'too', 'elaborate', '.']",romance,1,1,0
173,"['And', 'Grandma', ""isn't"", 'strong', 'enough', 'to', 'take', 'on', 'something', 'like', 'that', ',', 'and', 'to', 'tell', 'you', 'the', 'truth', 'neither', 'am', 'I', ""''"", '.']",romance,3,1,0
174,"['Eugenia', 'sighed', '.']",romance,1,0,0
175,"['She', 'said', ',', '``', 'Well', ',', 'those', 'are', 'the', 'really', 'interesting', 'things', ',', 'but', 'if', 'you', ""don't"", 'like', 'any', 'of', 'those', 'I', 'can', 'turn', 'over', 'some', 'of', 'my', 'extra', 'typing', 'jobs', 'to', 'you', ',', 'if', 'you', 'think', 'you', 'can', 'type', 'well', 'enough', ""''"", '.']",romance,2,2,0
176,"['``', 'Oh', ',', ""I'm"", 'sure', 'I', 'could', 'do', 'that', ""''"", ',', 'Maggie', 'said', '.']",romance,2,0,0
177,"['``', 'But', 'it', 'really', ""wouldn't"", 'be', 'fair', ',', 'taking', 'your', 'jobs', 'away', 'from', 'you', ""''"", '.']",romance,1,2,0
178,"['``', ""Don't"", 'worry', ',', 'I', 'can', 'get', 'plenty', 'more', ""''"", ',', 'Eugenia', 'said', ',', 'wondering', 'where', 'in', 'the', 'world', 'she', 'could', '.']",romance,4,1,0
179,"['Maggie', 'was', 'looking', 'much', 'happier', 'already', ',', 'clearing', 'a', 'space', 'on', 'the', 'table', 'and', 'chattering', 'about', 'how', 'she', 'could', 'put', 'up', 'a', 'typewriter', 'right', 'there', ',', 'and', 'be', 'brushing', 'up', 'on', 'her', 'typing', 'so', 'Eugenia', ""wouldn't"", 'be', 'ashamed', 'of', 'it', '.']",romance,8,2,0
180,"['``', 'And', 'then', 'whenever', 'I', 'have', 'a', 'minute', 'I', 'can', 'be', 'working', 'at', 'it', ',', 'and', 'keep', 'an', 'eye', 'on', 'the', 'baby', 'and', 'the', 'stove', 'at', 'the', 'same', 'time', '.']",romance,5,1,0
181,"['And', 'I', 'can', 'go', 'back', 'to', 'my', 'contests', 'and', 'be', 'thinking', 'while', ""I'm"", 'doing', 'the', 'washing', ""''"", '.']",romance,3,0,0
182,"['``', 'What', 'are', 'you', 'going', 'to', 'do', 'with', 'your', 'feet', 'so', 'you', ""don't"", 'waste', 'anything', ""''"", '?', '?']",romance,2,0,0
183,"['Maggie', 'laughed', '.']",romance,1,0,0
184,"['She', 'said', ',', '``', 'Oh', 'Eugenia', ',', 'I', 'wish', ""''""]",romance,1,0,0
185,"['``', 'What', ""''"", '?', '?']",romance,0,0,0
186,"['``', 'I', 'wish', 'I', 'had', 'three', 'wishes', ""''"", ',', 'Maggie', 'said', '.']",romance,2,0,0
187,"['``', 'All', 'of', 'them', 'for', 'you', ""''"", '.']",romance,0,0,0
188,"['It', 'grew', 'bitterly', 'cold', 'toward', 'the', 'end', 'of', 'November', ',', 'contributing', 'to', 'the', 'miseries', 'of', 'countless', 'numbers', 'of', 'people', '.']",romance,5,2,0
189,"['The', 'temperature', 'dropped', 'to', 'twenty', 'below', 'at', 'night', 'and', 'stood', 'at', 'zero', 'during', 'the', 'days', '.']",romance,6,0,0
190,"['The', 'cold', 'settled', 'like', 'a', 'tangible', 'pall', 'over', 'the', 'Mile', 'High', 'City', ',', 'locking', 'it', 'in', 'an', 'icy', 'grip', 'that', 'harshened', 'its', 'outlines', 'and', 'altered', 'its', 'physical', 'appearance', ';', ';']",romance,8,3,0
191,"['it', 'had', 'a', 'look', 'of', 'grim', 'stark', 'realism', ',', 'resembling', 'other', 'cities', 'whose', 'habitual', 'climate', 'was', 'cold', ',', 'instead', 'of', 'the', 'sprawling', 'bumptious', 'open-handed', 'greedy', 'Western', 'city', 'basking', 'in', 'eternal', 'sunshine', 'at', 'the', 'foot', 'of', 'mountains', 'stored', 'with', 'endless', 'riches', 'and', 'resources', '.']",romance,13,9,0
192,"['The', 'jobless', 'huddled', 'in', 'the', 'streets', 'outside', 'of', 'employment', 'offices', ',', 'outside', 'newspaper', 'buildings', ',', 'in', 'parks', ',', 'in', 'relief', 'lines', ',', 'outside', 'government', 'agencies', '.']",romance,11,2,0
193,"['There', ""weren't"", 'facilities', 'to', 'take', 'care', 'of', 'them', ';', ';']",romance,3,0,0
194,"['there', 'never', 'had', 'been', 'a', 'need', 'felt', 'for', 'such', 'facilities', '.']",romance,3,1,0
195,"['That', 'kind', 'of', 'poverty', 'was', 'regarded', 'as', 'the', 'exclusive', 'property', 'of', 'the', 'East', ',', 'which', 'created', 'depressions', 'with', 'their', 'stock', 'markets', 'and', 'their', 'congested', 'populations', 'and', 'their', 'greedy', 'centralization', 'of', 'industries', ',', 'protected', 'by', 'discriminatory', 'freight', 'rates', '.']",romance,12,4,0
196,"['The', 'East', 'was', 'popularly', 'supposed', 'to', 'have', 'got', 'the', 'country', 'into', 'war', 'and', 'into', 'depression', ',', 'dragging', 'the', 'west', 'along', ';', ';']",romance,5,0,0
197,"['and', 'now', 'the', 'East', 'was', 'creating', 'government', 'agencies', 'for', 'which', 'the', 'West', 'doubtless', 'would', 'have', 'to', 'pay', '.']",romance,5,0,0
198,"['The', 'government', 'offices', 'were', 'being', 'opened', 'but', 'they', ""weren't"", 'being', 'opened', 'fast', 'enough', 'and', 'meanwhile', 'the', 'cold', 'penetrated', 'everything', '.']",romance,4,1,0
199,"['Shivering', ',', 'people', 'talked', 'and', 'argued', ';', ';']",romance,1,0,0
200,"['all', 'this', 'government', 'spending', 'would', 'have', 'to', 'be', 'paid', 'for', 'somehow', ',', 'but', 'on', 'the', 'other', 'hand', 'desperate', 'circumstances', 'called', 'for', 'desperate', 'remedies', 'and', 'something', 'had', 'to', 'be', 'done', '.']",romance,7,3,0
201,"['Something', 'had', 'to', 'be', 'done', ';', ';']",romance,0,0,0
202,"['it', 'was', 'the', 'theme', 'song', 'of', 'millions', 'of', 'American', 'people', ',', 'their', 'personal', 'problems', 'no', 'less', 'urgent', 'than', 'those', 'of', 'the', 'government', '.']",romance,6,3,0
203,"['Something', 'had', 'to', 'be', 'done', '.']",romance,0,0,0
204,"['The', 'Abernathys', 'said', 'it', 'to', 'each', 'other', 'a', 'dozen', 'times', 'a', 'day', '.']",romance,4,1,0
205,"['Something', 'had', 'to', 'be', 'done', 'about', 'the', 'furnace', ',', 'the', 'fuel', 'bills', ',', 'the', 'washing', 'machine', ',', 'the', 'doctor', 'and', 'dentist', 'bills', ',', 'about', 'making', 'money', 'stretch', 'for', 'food', ',', 'for', 'the', 'mortgage', ',', 'for', 'taxes', ',', 'for', 'shoes', ',', 'for', 'half', 'soles', ',', 'for', 'overshoes', ',', 'for', 'clothes', ',', 'for', 'the', 'new', 'leaks', 'in', 'the', 'roof', ',', 'for', 'gas', 'and', 'light', 'bills', ';', ';']",romance,22,2,0
206,"['about', 'keeping', 'warm', ',', 'about', 'keeping', 'well', ',', 'about', 'meeting', 'the', 'minor', 'emergencies', 'that', 'came', 'up', 'once', ',', 'twice', ',', 'fifty', 'times', 'a', 'day', '.']",romance,3,3,0
207,"['Just', 'dropping', 'the', ""baby's"", 'bottle', 'and', 'breaking', 'it', 'became', 'a', 'catastrophe', ',', 'and', 'Stuart', 'wore', 'out', 'his', 'shoes', 'so', 'fast', 'that', 'he', 'was', 'termed', 'a', 'major', 'disaster', '.']",romance,6,1,0
208,"['The', 'Abernathy', 'furnace', 'consumed', 'fuel', 'like', 'a', 'giant', 'ravenous', 'maw', 'that', 'had', 'to', 'be', 'appeased', 'by', 'hurling', 'tons', 'of', 'coal', 'into', 'its', 'evil', 'red', 'depths', ',', 'and', 'no', 'matter', 'how', 'much', 'coal', 'they', 'put', 'in', 'the', 'house', 'remained', 'cold', '.']",romance,10,6,0
209,"['Cold', 'came', 'in', 'the', 'innumerable', 'cracks', 'that', 'seemed', 'to', 'have', 'sprung', 'up', ',', 'under', 'doors', ',', 'around', 'loosened', 'window', 'frames', ',', 'from', 'the', 'sleeping', 'porches', ',', 'the', 'attic', ',', 'from', 'the', 'widened', 'cracks', 'between', 'shingles', 'on', 'the', 'roof', '.']",romance,8,5,0
210,"['Presently', 'they', 'had', 'to', 'give', 'up', 'running', 'the', 'furnace', 'at', 'full', 'capacity', 'and', 'depend', 'on', 'the', 'old', 'coal', 'range', 'in', 'the', 'kitchen', ',', 'which', 'had', 'never', 'been', 'removed', 'when', 'the', 'new', 'gas', 'range', 'was', 'installed', ',', 'and', 'the', 'fireplaces', 'and', 'an', 'electric', 'heater', 'in', ""Grandma's"", 'room', '.']",romance,11,4,0
