,label,sentence,NN,JJ,RB
3744,news,"['Quite', 'clearly', 'the', 'anti-trust', 'laws', 'are', 'neither', 'effective', 'nor', 'rational', '--', 'and', 'yet', 'the', 'argument', 'goes', 'that', 'they', 'should', 'be', 'extended', 'to', 'the', 'labor', 'union', '.']",4,3,3
3745,news,"['Those', 'who', 'favor', 'placing', 'trade', 'unions', 'under', 'anti-trust', 'laws', 'imply', 'that', 'they', 'are', 'advocating', 'a', 'brand', 'new', 'reform', '.']",5,2,0
3746,news,"['Before', '1933', ',', 'individuals', 'who', 'opposed', 'trade', 'unions', 'and', 'collective', 'bargaining', 'said', 'so', 'in', 'plain', 'English', '.']",5,2,1
3747,news,"['The', 'acceptance', 'of', 'collective', 'bargaining', 'as', 'a', 'national', 'policy', 'in', '1934', ',', 'implicit', 'in', 'the', 'writing', 'of', 'Section', '7A', 'of', 'the', 'National', 'Industrial', 'Recovery', 'Act', ',', 'has', 'made', 'it', 'impolitic', 'to', 'oppose', 'collective', 'bargaining', 'in', 'principle', '.']",12,4,0
3748,news,"['The', 'Wagner', 'Act', ',', 'the', 'Taft-Hartley', 'Act', 'and', 'the', 'Landrum-Griffin', 'Act', 'all', 'endorse', 'the', 'principle', 'of', 'collective', 'bargaining', '.']",8,1,0
3749,news,"['The', 'basic', 'purpose', 'of', 'an', 'effective', 'collective-bargaining', 'system', 'is', 'the', 'removal', 'of', 'wages', 'from', 'competition', '.']",6,2,0
3750,news,"['If', 'a', 'union', 'cannot', 'perform', 'this', 'function', ',', 'then', 'collective', 'bargaining', 'is', 'being', 'palmed', 'off', 'by', 'organizers', 'as', 'a', 'gigantic', 'fraud', '.']",6,2,1
3751,news,"['The', 'tortured', 'reasoning', 'that', 'unions', 'use', 'to', 'deny', 'their', 'ambition', 'to', 'exercise', 'monopoly', 'power', 'over', 'the', 'supply', 'and', 'price', 'of', 'labor', 'is', 'one', 'of', 'the', 'things', 'that', 'create', 'a', 'legal', 'profession', '.']",9,3,0
3752,news,"['The', 'problem', 'must', 'be', 'faced', 'squarely', '.']",1,0,1
3753,news,"['If', 'laborers', 'are', 'merely', 'commodities', 'competing', 'against', 'each', 'other', 'in', 'a', 'market', 'place', 'like', 'so', 'many', 'bags', 'of', 'wheat', 'and', 'corn', '(', 'unsupported', ',', 'by', 'the', 'way', ',', 'by', 'any', 'agricultural', 'subsidy', ')', ',', 'then', 'they', 'may', 'be', 'pardoned', 'for', 'reacting', 'with', 'complete', 'antagonism', 'to', 'a', 'system', 'that', 'imposes', 'such', 'status', 'upon', 'them', '.']",12,6,3
3754,news,"['Human', 'labor', 'was', 'exactly', 'that', '--', 'a', 'commodity', '--', 'in', 'eighteenth-', 'and', 'nineteenth-century', 'America', '.']",4,2,1
3755,news,"['As', 'early', 'as', '1776', ',', 'Adam', 'Smith', 'wrote', 'in', 'The', 'Wealth', 'Of', 'Nations', ':', '``', 'We', 'have', 'no', 'acts', 'of', 'Parliament', 'against', 'combining', 'to', 'lower', 'the', 'price', 'of', 'work', ';', ';']",8,0,2
3756,news,"['but', 'many', 'against', 'combining', 'to', 'raise', 'it', ""''"", '.']",0,1,0
3757,news,"['Eighteenth-century', 'England', ',', 'upon', 'whose', 'customs', 'our', 'common', 'law', 'was', 'built', ',', 'had', 'outlawed', 'unions', 'as', 'monopolies', 'and', 'conspiracies', '.']",7,1,0
3758,news,"['In', '1825', ',', 'the', 'Boston', 'house', ""carpenters'"", 'strike', 'for', 'a', 'ten-hour', 'day', 'was', 'denounced', 'by', 'the', 'organized', 'employers', ',', 'who', 'declared', ':', '``', 'It', 'is', 'considered', 'that', 'all', 'combinations', 'by', 'any', 'classes', 'of', 'citizens', 'intended', 'to', 'effect', 'the', 'value', 'of', 'labor', 'tend', 'to', 'convert', 'all', 'its', 'branches', 'into', 'monopolies', ""''"", '.']",14,2,0
3759,news,"['There', 'were', 'no', 'pious', 'hypocrisies', 'then', 'about', 'being', 'for', 'collective', 'bargaining', ',', 'but', 'against', 'labor', 'monopoly', '.']",4,2,1
3760,news,"['The', 'courts', 'shared', 'the', 'opinion', 'of', 'the', 'employers', '.']",3,0,0
3761,news,"['In', 'People', 'vs.', 'Fisher', ',', 'Justice', 'Savage', 'of', 'the', 'New', 'York', 'Supreme', 'Court', 'declared', ':']",8,0,0
3762,news,"['``', 'Without', 'any', 'officious', 'and', 'improper', 'interference', 'on', 'the', 'subject', ',', 'the', 'price', 'of', 'labor', 'or', 'the', 'wages', 'of', 'mechanics', 'will', 'be', 'regulated', 'by', 'the', 'demand', 'for', 'the', 'manufactured', 'article', 'and', 'the', 'value', 'of', 'that', 'which', 'is', 'paid', 'for', 'it', ';', ';']",9,3,0
3763,news,"['but', 'the', 'right', 'does', 'not', 'exist', 'to', 'raise', 'the', 'wages', 'of', 'the', 'mechanic', 'by', 'any', 'forced', 'and', 'artificial', 'means', ""''"", '.']",3,3,1
3764,news,"['Compare', 'this', 'statement', 'of', 'a', 'nineteenth-century', 'judge', 'with', 'how', 'Congressman', 'Martin', ',', 'according', 'to', 'the', 'Daily', 'Labor', 'Report', 'of', 'Sept.', '19', ',', '1961', ',', 'defends', 'the', 'necessity', 'of', 'enacting', 'anti-trust', 'legislation', 'in', 'the', 'field', 'of', 'labor', '``', 'if', 'we', 'wish', 'to', 'prevent', 'monopolistic', 'fixing', 'of', 'wages', ',', 'production', 'or', 'prices', 'and', 'if', 'we', 'wish', 'to', 'preserve', 'the', 'freedom', 'of', 'the', 'employer', 'and', 'his', 'employees', 'to', 'contract', 'on', 'wages', ',', 'hours', 'and', 'conditions', 'of', 'employment', ""''"", '.']",24,3,0
3765,news,"['Senator', 'McClellan', 'is', 'proposing', 'the', 'application', 'of', 'anti-trust', 'measures', 'to', 'unions', 'in', 'transportation', '.']",6,1,0
3766,news,"['His', 'bill', ',', 'allegedly', 'aimed', 'at', 'Hoffa', ',', 'would', 'amend', 'the', 'Sherman', ',', 'Clayton', 'and', 'Norris-LaGuardia', 'acts', 'to', 'authorize', 'the', 'issuance', 'of', 'federal', 'injunctions', 'in', 'any', 'transportation', 'strike', 'and', 'would', 'make', 'it', 'illegal', 'for', 'any', 'union', 'to', 'act', 'in', 'concert', 'with', 'any', 'other', 'union', '--', 'even', 'a', 'sister', 'local', 'in', 'the', 'same', 'international', '.']",13,7,2
3767,news,"['Paradoxically', ',', 'the', 'same', 'week', 'in', 'which', 'Senator', 'McClellan', 'was', 'attempting', 'to', 'extend', 'the', 'anti-trust', 'act', 'to', 'labor', 'in', 'transportation', ',', 'the', 'Civil', 'Aeronautics', 'Board', 'was', 'assuring', 'the', 'airlines', 'that', 'if', 'they', 'met', 'in', 'concert', 'to', 'eliminate', 'many', 'costly', 'features', 'of', 'air', 'travel', ',', 'the', 'action', 'would', 'not', 'be', 'deemed', 'a', 'violation', 'of', 'the', 'anti-trust', 'act', '.']",17,5,2
3768,news,"['Indeed', ',', 'it', 'is', 'in', 'the', 'field', 'of', 'transportation', 'that', 'Congress', 'has', 'most', 'frequently', 'granted', 'employers', 'exemption', 'from', 'the', 'anti-trust', 'laws', ';', ';']",5,1,2
3769,news,"['for', 'example', ',', 'the', 'organization', 'of', 'steamship', 'conferences', 'to', 'set', 'freight', 'rates', 'and', 'the', 'encouragement', 'of', 'railroads', 'to', 'seek', 'mergers', '.']",9,0,0
3770,news,"['At', 'the', 'very', 'moment', 'that', 'every', 'attempt', 'is', 'being', 'made', 'to', 'take', 'management', 'out', 'from', 'under', 'the', 'irrationality', 'of', 'anti-trust', 'legislation', ',', 'a', 'drive', 'is', 'on', 'to', 'abolish', 'collective', 'bargaining', 'under', 'the', 'guise', 'of', 'extending', 'the', 'anti-monopoly', 'laws', 'to', 'unions', 'who', 'want', 'no', 'more', 'than', 'to', 'continue', 'to', 'set', 'wages', 'in', 'the', 'same', 'way', 'that', 'ship', 'operators', 'set', 'freight', 'rates', '.']",15,6,1
3771,news,"['The', 'passage', 'of', 'the', 'Sherman', 'Act', 'was', 'aimed', 'at', 'giant', 'monopolies', '.']",4,1,0
3772,news,"['It', 'was', 'most', 'effective', 'against', 'trade', 'unions', '.']",2,1,1
3773,news,"['In', 'the', 'famous', 'Danbury', 'Hatters', 'case', ',', 'a', 'suit', 'was', 'brought', 'against', 'the', 'union', 'by', 'the', 'Loewe', 'Company', 'for', 'monopolistic', 'practices', ',', 'e.g.', ',', 'trying', 'to', 'persuade', 'consumers', 'not', 'to', 'purchase', 'the', 'product', 'of', 'the', 'struck', 'manufacturer', '.']",12,3,1
3774,news,"['The', 'suit', 'against', 'the', 'union', 'was', 'successful', 'and', 'many', 'workers', 'lost', 'their', 'homes', 'to', 'pay', 'off', 'the', 'judgment', '.']",5,2,0
3775,news,"['In', '1914', ',', 'the', 'Clayton', 'Act', 'attempted', 'to', 'take', 'labor', 'out', 'from', 'under', 'the', 'anti-trust', 'legislation', 'by', 'stating', 'that', 'human', 'labor', 'was', 'not', 'to', 'be', 'considered', 'a', 'commodity', '.']",6,2,1
3776,news,"['The', 'law', 'could', 'not', 'suspend', 'economics', '.']",2,0,1
3777,news,"['Labor', 'remained', 'a', 'commodity', '--', 'but', 'presumably', 'a', 'privileged', 'one', 'granted', 'immunization', 'from', 'the', 'anti-trust', 'laws', '.']",4,2,1
3778,news,"['The', 'courts', ',', 'by', 'interpretation', ',', 'emasculated', 'the', 'act', '.']",3,0,0
3779,news,"['In', '1922', ',', 'the', 'United', 'Mine', 'Workers', 'struck', 'the', 'Coronado', 'Coal', 'Company', '.']",6,0,0
3780,news,"['The', 'company', 'sued', 'under', 'the', 'anti-trust', 'laws', ',', 'alleging', 'that', 'the', ""union's"", 'activity', 'interfered', 'with', 'the', 'movement', 'of', 'interstate', 'commerce', '.']",5,3,0
3781,news,"['(', 'What', 'other', 'purpose', 'could', 'a', 'striking', 'union', 'have', 'but', 'to', 'interrupt', 'the', 'flow', 'of', 'commerce', 'from', 'the', 'struck', 'enterprise', '?', '?']",6,1,0
3782,news,"[')', 'The', 'court', 'first', 'ruled', 'that', 'the', 'strike', 'constituted', 'only', 'an', 'indirect', 'interference', 'with', 'commerce', '.']",4,1,2
3783,news,"['The', 'nation']",1,0,0
3784,news,"['the', 'three-front', 'war']",1,1,0
3785,news,"['At', 'a', 'closed-door', 'session', 'on', 'Capitol', 'Hill', 'last', 'week', ',', 'Secretary', 'of', 'State', 'Christian', 'Herter', 'made', 'his', 'final', 'report', 'to', 'the', 'Senate', 'Foreign', 'Relations', 'Committee', 'on', 'U.S.', 'affairs', 'abroad', '.']",15,3,1
3786,news,"['Afterward', ',', ""Tennessee's"", 'Democratic', 'Senator', 'Albert', 'Gore', 'summed', 'it', 'up', 'for', 'newsmen', '.']",7,0,0
3787,news,"['What', 'Herter', 'presented', ',', 'said', 'Gore', ',', 'was', '``', 'not', 'a', 'very', 'encouraging', 'review', ""''"", '.']",3,1,2
3788,news,"['That', 'was', 'something', 'of', 'an', 'understatement', 'in', 'a', 'week', 'when', 'the', 'underlying', 'conflict', 'between', 'the', 'West', 'and', 'Communism', 'erupted', 'on', 'three', 'fronts', '.']",7,0,0
3789,news,"['While', 'Communists', 'were', 'undermining', 'United', 'Nations', 'efforts', 'to', 'rescue', 'the', 'Congo', 'from', 'chaos', ',', 'two', 'other', 'Communist', 'offensives', 'stirred', 'the', 'Eisenhower', 'Administration', 'into', 'emergency', 'conferences', 'and', 'serious', 'decisions', '.']",12,3,0
3790,news,"['1', ')', 'Cuba', '.']",1,0,0
3791,news,"['Hours', 'after', 'a', 'parade', 'of', 'his', 'new', 'Soviet', 'tanks', 'and', 'artillery', ',', 'Dictator', 'Fidel', 'Castro', 'suddenly', 'confronted', 'the', 'U.S.', 'with', 'a', 'blunt', 'and', 'drastic', 'demand', ':', 'within', '48', 'hours', ',', 'the', 'U.S.', 'had', 'to', 'reduce', 'its', 'embassy', 'and', 'consulate', 'staffs', 'in', 'Cuba', 'to', 'a', 'total', 'of', 'eleven', 'persons', '(', 'the', 'embassy', 'staff', 'alone', 'totaled', '87', 'U.S.', 'citizens', ',', 'plus', '120', 'Cuban', 'employees', ')', '.']",24,4,2
3792,news,"['President', 'Eisenhower', 'held', 'an', '8:30', 'a.m.', 'meeting', 'with', 'top', 'military', 'and', 'foreign-policy', 'advisers', ',', 'decided', 'to', 'break', 'off', 'diplomatic', 'relations', 'immediately', '.']",6,4,1
3793,news,"['``', 'There', 'is', 'a', 'limit', 'to', 'what', 'the', 'United', 'States', 'in', 'self-respect', 'can', 'endure', ""''"", ',', 'said', 'the', 'President', '.']",4,1,0
3794,news,"['``', 'That', 'limit', 'has', 'now', 'been', 'reached', ""''"", '.']",1,0,1
3795,news,"['Through', 'Secretary', 'Herter', ',', 'Ike', 'offered', 'President-elect', 'Kennedy', 'an', 'opportunity', 'to', 'associate', 'his', 'new', 'Administration', 'with', 'the', 'breakoff', 'decision', '.']",9,1,0
3796,news,"['Kennedy', ',', 'through', 'Secretary-designate', 'of', 'State', 'Dean', 'Rusk', ',', 'declined', '.']",5,0,0
3797,news,"['He', 'thus', 'kept', 'his', 'hands', 'free', 'for', 'any', 'action', 'after', 'Jan.', '20', ',', 'although', 'reaction', 'to', 'the', 'break', 'was', 'generally', 'favorable', 'in', 'the', 'U.S.', 'and', 'Latin', 'America', '(', 'see', 'the', 'hemisphere', ')', '.']",9,2,2
3798,news,"['2', ')', 'Laos', '.']",1,0,0
3799,news,"['After', 'a', 'White', 'House', 'huddle', 'between', 'the', 'President', 'and', 'top', 'lieutenants', ',', 'the', 'Defense', 'Department', 'reacted', 'sharply', 'to', 'a', 'cry', 'from', 'the', 'pro-Western', 'government', 'of', 'Laos', 'that', 'several', 'battalions', 'of', 'Communist', 'troops', 'had', 'invaded', 'Laos', 'from', 'North', 'Viet', 'Nam', '.']",17,3,1
3800,news,"['``', 'In', 'view', 'of', 'the', 'present', 'situation', 'in', 'Laos', ""''"", ',', 'said', 'the', ""Pentagon's"", 'announcement', ',', '``', 'we', 'are', 'taking', 'normal', 'precautionary', 'actions', 'to', 'increase', 'the', 'readiness', 'of', 'our', 'forces', 'in', 'the', 'Pacific', ""''"", '.']",9,3,0
3801,news,"['Cutting', 'short', 'a', 'holiday', 'at', 'Hong', 'Kong', ',', 'the', 'aircraft', 'carriers', 'Lexington', 'and', 'Bennington', 'steamed', 'off', 'into', 'the', 'South', 'China', 'Sea', ',', 'accompanied', 'by', 'a', 'swarm', 'of', 'destroyers', ',', 'plus', 'troopships', 'loaded', 'with', 'marines', '.']",14,0,0
3802,news,"['On', 'the', ""U.S.'s"", 'island', 'base', 'of', 'Okinawa', ',', 'Task', 'Force', '116', ',', 'made', 'up', 'of', 'Army', ',', 'Navy', ',', 'Marine', 'and', 'Air', 'Force', 'units', ',', 'got', 'braced', 'to', 'move', 'southward', 'on', 'signal', '.']",13,0,1
3803,news,"['But', 'by', ""week's"", 'end', 'the', 'Laotian', 'cry', 'of', 'invasion', 'was', 'read', 'as', 'an', 'exaggeration', '(', 'see', 'foreign', 'news', ')', ',', 'and', 'the', 'U.S.', 'was', 'agreeing', 'with', 'its', 'cautious', 'British', 'and', 'French', 'allies', 'that', 'a', 'neutralist', '--', 'rather', 'than', 'a', 'pro-Western', '--', 'government', 'might', 'be', 'best', 'for', 'Laos', '.']",10,8,1
3804,news,"['French', '&', 'Indians', '.']",1,1,0
3805,news,"['There', 'was', 'a', 'moral', 'of', 'sorts', 'in', 'the', 'Laotian', 'situation', 'that', 'said', 'much', 'about', 'all', 'other', 'cold-war', 'fronts', '.']",3,5,0
3806,news,"['Political', ',', 'economic', 'and', 'military', 'experts', 'were', 'all', 'agreed', 'that', 'chaotic', ',', 'mountainous', 'little', 'Laos', 'was', 'the', 'last', 'place', 'in', 'the', 'world', 'to', 'fight', 'a', 'war', '--', 'and', 'they', 'were', 'probably', 'right', '.']",6,7,1
3807,news,"['``', 'It', 'would', 'be', 'like', 'fighting', 'the', 'French', 'and', 'Indian', 'War', 'all', 'over', 'again', ""''"", ',', 'said', 'one', 'military', 'man', '.']",2,3,2
3808,news,"['But', 'why', 'was', 'Laos', 'the', 'new', 'Southeast', 'Asian', 'battleground', '?', '?']",4,1,0
3809,news,"['At', 'Geneva', 'in', '1954', ',', 'to', 'get', 'the', 'war', 'in', 'Indo-China', 'settled', ',', 'the', 'British', 'and', 'French', 'gave', 'in', 'to', 'Russian', 'and', 'Communist', 'Chinese', 'demands', 'and', 'agreed', 'to', 'the', 'setting', 'up', 'of', 'a', 'Communist', 'state', ',', 'North', 'Viet', 'Nam', '--', 'which', 'then', ',', 'predictably', ',', 'became', 'a', 'base', 'for', 'Communist', 'operations', 'against', 'neighboring', 'South', 'Viet', 'Nam', 'and', 'Laos', '.']",18,3,2
3810,news,"['The', 'late', 'Secretary', 'of', 'State', 'John', 'Foster', 'Dulles', 'considered', 'the', '1954', 'Geneva', 'agreement', 'a', 'specimen', 'of', 'appeasement', ',', 'saw', 'that', 'resolution', 'would', 'be', 'needed', 'to', 'keep', 'it', 'from', 'becoming', 'a', 'calamity', 'for', 'the', 'West', '.']",12,1,0
3811,news,"['He', 'began', 'the', 'diplomatic', 'discussions', 'that', 'resulted', 'in', 'the', 'establishment', 'of', 'Aj', '.']",3,1,0
3812,news,"['``', 'The', 'important', 'thing', 'from', 'now', 'on', ""''"", ',', 'he', 'said', ',', '``', 'is', 'not', 'to', 'mourn', 'the', 'past', 'but', 'to', 'seize', 'the', 'future', 'opportunity', 'to', 'prevent', 'the', 'loss', 'in', 'northern', 'Viet', 'Nam', 'from', 'leading', 'to', 'the', 'extension', 'of', 'Communism', 'throughout', 'Southeast', 'Asia', ""''"", '.']",10,3,2
3813,news,"['Russian', 'tanks', 'and', 'artillery', 'parading', 'through', 'the', 'streets', 'of', 'Havana', ',', 'Russian', 'intrigue', 'in', 'the', 'Congo', ',', 'and', 'Russian', 'arms', 'drops', 'in', 'Laos', '(', 'using', 'the', 'same', 'Ilyushin', 'transports', 'that', 'were', 'used', 'to', 'carry', 'Communist', 'agents', 'to', 'the', 'Congo', ')', 'made', 'it', 'plain', 'once', 'more', 'that', 'the', 'cold', 'war', 'was', 'all', 'of', 'a', 'piece', 'in', 'space', 'and', 'time', '.']",19,6,1
3814,news,"['Soviet', 'Premier', 'Khrushchev', 'sent', 'New', ""Year's"", 'hopes', 'for', 'peace', 'to', 'President-elect', 'Kennedy', ',', 'and', 'got', 'a', 'cool', 'acknowledgment', 'in', 'reply', '.']",8,3,0
3815,news,"['Considering', 'the', 'state', 'of', 'the', 'whole', 'world', ',', 'the', 'cold', ""war's"", 'three', 'exposed', 'fronts', 'did', 'not', 'seem', 'terribly', 'ominous', ';', ';']",4,3,2
3816,news,"['but', ',', 'in', 'Senator', ""Gore's"", 'words', ',', 'it', 'was', '``', 'not', 'a', 'very', 'encouraging', ""''"", 'situation', 'that', 'would', 'confront', 'John', 'F.', 'Kennedy', 'on', 'Inauguration', 'Day', '.']",9,1,2
3817,news,"['The', 'Congress']",1,0,0
3818,news,"['turmoil', 'in', 'the', 'House']",2,0,0
3819,news,"['As', 'the', '87th', 'Congress', 'began', 'its', 'sessions', 'last', 'week', ',', 'liberal', 'Democrats', 'were', 'ready', 'for', 'a', 'finish', 'fight', 'to', 'open', 'the', 'sluice', 'gates', 'controlled', 'by', 'the', 'House', 'Rules', 'Committee', 'and', 'permit', 'the', 'free', 'flow', 'of', 'liberal', 'legislation', 'to', 'the', 'floor', '.']",13,6,0
3820,news,"['The', 'liberal', 'pressure', 'bloc', '(', 'which', 'coyly', 'masquerades', 'under', 'the', 'name', 'Democratic', 'Study', 'Group', ')', 'had', 'fought', 'the', 'committee', 'before', ',', 'and', 'had', 'always', 'lost', '.']",8,1,1
3821,news,"['This', 'time', ',', 'they', 'were', 'much', 'better', 'prepared', 'and', 'organized', ',', 'and', 'the', 'political', 'climate', 'was', 'favorable', '.']",2,4,1
3822,news,"['They', 'had', 'the', 'unspoken', 'support', 'of', 'President-elect', 'Kennedy', ',', 'whose', 'own', 'legislative', 'program', 'was', 'menaced', 'by', 'the', 'Rules', 'Committee', 'bottleneck', '.']",6,4,0
3823,news,"['And', 'counting', 'noses', ',', 'they', 'seemed', 'to', 'have', 'the', 'votes', 'to', 'work', 'their', 'will', '.']",3,0,0
3824,news,"['Deadly', 'deadlock', '.']",1,0,1
3825,news,"['There', 'were', 'two', 'possible', 'methods', 'of', 'breaching', 'the', 'conservative', 'barriers', 'around', 'the', 'Rules', 'Committee', ':', '1', ')', 'to', 'pack', 'it', 'with', 'additional', 'liberals', 'and', 'break', 'the', 'conservative-liberal', 'deadlock', ',', 'or', '2', ')', 'to', 'remove', 'one', 'of', 'the', 'conservatives', '--', 'namely', ""Mississippi's"", '14-term', 'William', 'Meyers', 'Colmer', '(', 'pronounced', 'Calmer', ')', '.']",12,6,1
3826,news,"['Caucusing', ',', 'the', 'liberals', 'decided', 'to', 'go', 'after', 'Colmer', ',', 'which', 'actually', 'was', 'the', 'more', 'drastic', 'course', ',', 'since', 'seniority', 'in', 'the', 'House', 'is', 'next', 'to', 'godliness', '.']",6,2,2
3827,news,"['A', 'dour', ',', 'gangling', 'man', 'with', 'a', 'choppy', 'gait', ',', 'Colmer', 'looks', 'younger', 'than', 'his', '70', 'years', ',', 'has', 'gradually', 'swung', 'from', 'a', 'moderate', ',', 'internationalist', 'position', 'to', 'that', 'of', 'a', 'diehard', 'conservative', '.']",7,5,1
3828,news,"['He', 'is', 'generally', 'and', 'initially', 'suspicious', 'of', 'any', 'federal', 'project', ',', 'unless', 'it', 'happens', 'to', 'benefit', 'his', 'Gulf', 'Coast', 'constituents', '.']",4,2,2
3829,news,"['He', 'is', ',', 'of', 'course', ',', 'a', 'segregationist', ',', 'but', 'he', 'says', 'he', 'has', 'never', 'made', 'an', '``', 'anti-Negro', ""''"", 'speech', '.']",3,1,1
3830,news,"['For', '20', 'years', 'he', 'has', 'enjoyed', 'his', 'power', 'on', 'the', 'Rules', 'Committee', '.']",4,0,0
3831,news,"['There', 'his', 'vote', ',', 'along', 'with', 'those', 'of', 'Chairman', 'Howard', 'Smith', ',', 'the', 'courtly', 'Virginia', 'judge', ',', 'and', 'the', 'four', 'Republican', 'members', ',', 'could', 'and', 'often', 'did', 'produce', 'a', '6-6', 'deadlock', 'that', 'blocked', 'far-out', ',', 'Democratic-sponsored', 'welfare', 'legislation', '(', 'a', 'tactic', 'often', 'acceptable', 'to', 'the', 'Rayburn-Johnson', 'congressional', 'leadership', 'to', 'avoid', 'embarrassing', 'votes', ')', '.']",15,4,4
3832,news,"['Equal', 'treatment', '.']",1,1,0
3833,news,"['There', 'was', 'sufficient', 'pretext', 'to', 'demand', ""Colmer's"", 'ouster', ':', 'he', 'had', 'given', 'his', 'lukewarm', 'support', 'to', 'the', 'anti-Kennedy', 'electors', 'in', 'Mississippi', '.']",6,3,0
3834,news,"['Reprisals', 'are', 'not', 'unheard', 'of', 'in', 'such', 'situations', ',', 'but', 'the', 'recent', 'tendency', 'has', 'been', 'for', 'the', 'Congress', 'to', 'forgive', 'its', 'prodigal', 'sons', '.']",5,4,1
3835,news,"['In', '1949', 'the', 'Dixiecrats', 'escaped', 'unscathed', 'after', 'their', '1948', 'rebellion', 'against', 'Harry', 'Truman', ',', 'and', 'in', '1957', ',', 'after', 'Congressman', 'Adam', 'Clayton', 'Powell', 'campaigned', 'for', 'Dwight', 'Eisenhower', 'in', '1956', ',', 'his', 'fellow', 'Democrats', 'did', 'not', 'touch', 'his', 'committee', 'assignments', ',', 'although', 'they', 'did', 'strip', 'him', 'temporarily', 'of', 'his', 'patronage', '.']",14,2,2
3836,news,"['(', 'In', 'the', 'heat', 'of', 'the', 'anti-Colmer', 'drive', 'last', 'week', ',', 'Judge', 'Smith', 'threatened', 'reprisal', 'against', 'Powell', '.']",7,2,0
3837,news,"['Said', 'he', ':', '``', 'We', 'will', 'see', 'whether', 'whites', 'and', 'Negroes', 'are', 'treated', 'the', 'same', 'around', 'here', ""''"", '.']",2,1,1
3838,news,"[')', 'But', 'Speaker', 'Sam', 'Rayburn', ',', 'after', 'huddling', 'in', 'Palm', 'Beach', 'with', 'President-elect', 'Kennedy', ',', 'decided', 'that', 'this', 'year', 'something', 'had', 'to', 'be', 'done', 'about', 'the', 'Rules', 'Committee', '--', 'and', 'that', 'he', 'was', 'the', 'only', 'man', 'who', 'could', 'do', 'anything', 'effective', '.']",13,2,0
3839,news,"['In', 'a', 'tense', ',', 'closed-door', 'session', 'with', 'Judge', 'Smith', ',', 'Rayburn', 'attempted', 'to', 'work', 'out', 'a', 'compromise', ':', 'to', 'add', 'three', 'new', 'members', 'to', 'the', 'Rules', 'Committee', '(', 'two', 'Democrats', ',', 'including', 'one', 'Southerner', ',', 'and', 'one', 'Republican', ')', '.']",12,2,0
3840,news,"['Smith', 'flatly', 'rejected', 'the', 'offer', ',', 'and', 'Mister', 'Sam', 'thereupon', 'decided', 'to', 'join', 'the', 'rebels', '.']",6,0,1
3841,news,"['The', 'next', 'morning', 'he', 'summoned', 'a', 'group', 'of', 'top', 'Democrats', 'to', 'his', 'private', 'office', 'and', 'broke', 'the', 'news', ':', 'he', 'would', 'lead', 'the', 'fight', 'to', 'oust', 'Colmer', ',', 'whom', 'he', 'is', 'said', 'to', 'regard', 'as', '``', 'an', 'inferior', 'man', ""''"", '.']",8,4,0
3842,news,"['News', 'of', ""Rayburn's"", 'commitment', 'soon', 'leaked', 'out', '.']",3,0,1
3843,news,"['When', ""Missouri's"", 'Clarence', 'Cannon', 'got', 'the', 'word', ',', 'he', 'turned', 'purple', '.']",5,0,0
3844,news,"['``', 'Unconscionable', ""''"", '!', '!']",0,1,0
3845,news,"['He', 'shouted', ',', 'and', 'rushed', 'off', 'to', 'the', ""Speaker's"", 'Room', 'to', 'object', ':', '``', 'A', 'dangerous', 'precedent', ""''"", '!', '!']",3,1,1
3846,news,"['Cannon', ',', 'a', 'powerful', ',', 'conservative', 'man', ',', 'brought', 'welcome', 'support', 'to', 'the', 'Smith-Colmer', 'forces', ':', 'as', 'chairman', 'of', 'the', 'Appropriations', 'Committee', ',', 'he', 'holds', 'over', 'each', 'member', 'the', 'dreadful', 'threat', 'of', 'excluding', 'this', 'or', 'that', 'congressional', 'district', 'from', 'federal', 'pork-barrel', 'projects', '.']",11,8,0
3847,news,"['Sitting', 'quietly', 'on', 'an', 'equally', 'big', 'pork', 'barrel', 'was', 'another', 'Judge', 'Smith', 'ally', ',', ""Georgia's"", 'Carl', 'Vinson', ',', 'chairman', 'of', 'the', 'Armed', 'Services', 'Committee', '.']",11,1,3
3848,news,"['Threat', 'of', 'war', '.']",2,0,0
3849,news,"['As', 'the', 'battle', 'raged', 'in', 'the', 'cloakrooms', 'and', 'caucuses', ',', 'it', 'became', 'clear', 'that', 'Judge', 'Smith', 'could', 'lose', '.']",5,1,0
3850,news,"['His', 'highest', 'count', 'of', 'supporters', 'numbered', '72', '--', 'and', 'he', 'needed', 'nearly', 'twice', 'that', 'number', 'to', 'control', 'the', '260-member', 'Democratic', 'caucus', '.']",5,2,2
3851,news,"['The', 'liberals', ',', 'smelling', 'blood', ',', 'were', 'faced', 'with', 'the', 'necessity', 'of', 'winning', 'three', 'big', 'votes', '--', 'in', 'the', 'Democratic', 'Committee', 'on', 'Committees', ',', 'in', 'the', 'full', 'party', 'caucus', ',', 'and', 'on', 'the', 'floor', 'of', 'the', 'House', '--', 'before', 'they', 'could', 'oust', 'Colmer', '.']",11,3,0
3852,news,"['(', 'One', 'big', 'question', ':', 'If', 'Colmer', 'was', 'to', 'be', 'purged', ',', 'what', 'should', 'the', 'House', 'do', 'about', 'the', 'other', 'three', 'senior', 'Mississippians', 'who', 'supported', 'the', 'maverick', 'electors', '?', '?']",6,3,0
